timestamp,source_type,artifact_type,domain,subdomain_count,subdomain_age_days,domain_reputation_score,cvss_base_score,exploit_availability,exploit_maturity,cve_age_days,exposure_frequency,leak_severity,has_credentials,paste_site_mentions,ct_log_anomaly,ssl_days_remaining,open_ports_count,service_version_outdated,dns_record_type_count,is_wildcard_dns,github_leak_count,anomaly_score,exposure_velocity,risk_score
21/05/25 17:34,CVE,Exploit_Code,cyberdyne.systems,7,403,0.228,7.2,1,POC,39,1,Medium,0,0,0,305,3,0,2,0,0,0,0.62,2
05/03/26 8:05,Paste,Data_Dump,acmecorp.com,2,89,0.797,4.9,0,None,24,5,Critical,0,6,0,143,4,0,3,1,0,0,11.32,1
21/07/25 6:37,CT_Log,Wildcard_Cert,hooli.com,2,156,0.566,5.2,0,None,,1,Medium,0,0,0,88,4,0,4,0,0,0,0.01,0
29/08/25 12:24,Paste,Data_Dump,cyberdyne.systems,6,18,0.567,4.4,1,POC,3573,9,High,1,4,0,295,2,1,7,0,0,0,7.85,3
05/09/25 13:37,DNS,DNS_Record,globexinc.com,6,132,0.831,3,0,None,203,4,Medium,0,0,0,195,4,0,9,0,0,0,4.59,1
04/01/26 5:43,GitHub,API_Key,blackmesa.org,5,175,0.427,6.8,0,None,98,1,Critical,1,3,0,108,6,0,1,0,24,0,0.72,2
21/02/26 7:25,GitHub,Secret_Token,hooli.com,5,305,0.514,9.2,0,None,93,3,Critical,1,2,0,277,2,0,3,1,2,0,1.76,2
02/12/25 6:34,CVE,Exploit_Code,initech.io,2,146,0.388,9.2,1,Functional,334,1,Medium,0,0,0,103,3,1,2,0,0,0,0.52,2
05/09/25 2:32,CT_Log,Certificate,umbrellacorp.org,5,142,0.847,2.7,0,None,688,1,Medium,0,0,0,5,3,0,7,0,0,0,0.44,1
28/05/25 15:38,Paste,Config_Dump,lexcorp.com,2,396,0.391,6.1,0,None,3,31,Low,0,4,0,139,1,0,3,0,0,0,17.72,2
18/08/25 5:27,CVE,CVE_Entry,weyland-yutani.com,2,374,0.822,3.4,0,None,108,1,High,0,0,0,179,14,0,2,0,0,0,0.98,1
27/01/26 17:26,GitHub,Config,weyland-yutani.com,5,47,0.525,3.1,0,None,17,3,High,1,1,0,147,2,0,2,0,1,0,6.19,2
13/02/26 13:37,Paste,PII_Leak,orbitalx.space,3,4,0.572,4.5,0,None,226,12,High,0,4,0,192,3,0,1,0,0,0,9.93,2
23/06/25 11:59,DNS,DNS_Record,wayneenterprises.com,13,1081,0.426,5,0,None,62,1,High,0,0,0,163,6,0,15,0,0,0,0,1
12/01/26 0:08,CT_Log,Cert_Anomaly,acmecorp.com,1,169,0.877,3,1,Functional,35,1,Critical,0,0,0,125,5,0,3,0,0,0,1.25,1
06/11/25 20:04,CVE,Exploit_Code,umbrellacorp.org,2,105,0.239,5.9,0,None,131,1,Medium,1,2,0,342,8,0,4,0,0,0,0,1
05/12/25 22:03,DNS,Wildcard_Entry,starkindustries.io,6,34,0.919,2.2,0,None,957,2,High,0,0,0,185,13,0,6,0,0,0,2.06,0
06/09/25 10:37,CT_Log,Certificate,hooli.com,6,451,0.575,6.4,0,None,4,1,Medium,0,0,0,41,2,0,1,0,0,0,0,1
27/12/25 10:08,GitHub,Secret_Token,cyberdyne.systems,7,192,0.191,10,0,None,109,3,Critical,1,4,0,169,2,0,1,0,12,0,3.47,3
26/02/26 19:03,CVE,Exploit_Code,globexinc.com,1,4,0.424,4.1,0,None,87,2,Medium,0,0,0,235,4,0,7,0,0,0,1.25,0
23/01/26 11:33,GitHub,Source_Code,wayneenterprises.com,2,67,0.632,6.3,0,None,51,5,Low,0,1,0,186,3,1,5,0,12,0,6.34,1
08/02/26 2:32,GitHub,Source_Code,oscorptech.com,5,182,0.684,2.7,0,None,412,1,Medium,1,4,0,247,1,0,7,1,4,0,2.3,1
06/03/26 14:13,GitHub,Config,orbitalx.space,2,232,0.435,6.9,0,None,431,2,High,0,0,0,158,4,0,5,0,6,0,3.25,2
14/11/25 20:50,DNS,Zone_Transfer,wayneenterprises.com,13,131,0.71,3.5,0,None,28,1,Low,0,0,0,219,9,0,3,0,0,0,0.7,0
23/10/25 1:34,CT_Log,Wildcard_Cert,starkindustries.io,5,280,0.537,5.3,1,POC,1476,1,High,0,0,1,72,2,0,7,0,1,0,1.06,2
03/04/25 10:45,DNS,Wildcard_Entry,starkindustries.io,9,426,0.557,5.9,0,None,240,2,High,0,0,0,188,6,0,7,0,0,0,1.67,1
02/06/25 21:40,GitHub,Password,oscorptech.com,4,187,0.8,6.1,1,Functional,190,4,Critical,1,1,0,126,1,0,6,0,3,0,8.41,3
15/07/25 1:35,DNS,Zone_Transfer,piedpiper.net,11,345,0.882,4.5,0,None,128,1,High,0,0,0,291,9,0,6,0,0,0,1.38,0
10/03/26 17:45,GitHub,API_Key,initech.io,2,176,0.106,9.3,0,None,64,3,Critical,1,1,0,285,2,0,8,0,1,0,9.35,3
30/11/25 8:26,GitHub,Secret_Token,weyland-yutani.com,10,11,0.36,7.5,1,Functional,687,1,Medium,1,2,0,208,3,0,8,0,1,0,0.61,3
01/04/25 16:23,CVE,Exploit_Code,kaijuglobal.com,8,64,0.651,7,0,None,3080,3,Critical,0,0,0,88,2,0,8,0,0,0,2.59,2
16/08/25 3:30,Paste,Data_Dump,soylentgreen.co,5,56,0.416,4.7,0,None,165,5,High,0,8,0,23,1,0,7,0,0,0,3.72,1
30/03/26 20:36,Paste,Config_Dump,starkindustries.io,4,175,0.711,6.3,0,None,297,1,High,1,2,0,203,1,0,5,0,0,0,1.9,2
30/09/25 2:20,CVE,Vulnerability,oscorptech.com,5,261,0.601,5.5,1,Functional,128,2,Medium,0,0,0,182,2,0,5,0,0,0,2.53,2
03/03/26 11:49,CVE,CVE_Entry,kaijuglobal.com,15,620,0.299,8.2,1,Functional,70,1,Critical,0,0,0,257,4,0,5,0,0,0,0.94,2
27/12/25 10:40,CVE,CVE_Entry,acmecorp.com,4,170,0.575,5.2,0,None,136,1,High,0,1,0,79,8,0,4,0,0,0,1.47,1
27/01/26 22:11,GitHub,Secret_Token,starkindustries.io,1,219,0.329,6.8,0,None,132,4,Critical,1,0,0,294,5,0,1,0,6,0,2.22,2
06/09/25 23:47,GitHub,Source_Code,nakatomicorp.com,9,120,0.985,3.9,0,None,10,3,High,0,0,0,112,4,0,7,0,3,0,3.35,0
27/08/25 0:11,DNS,DNS_Record,soylentgreen.co,19,166,0.388,1.4,0,None,124,1,High,0,0,1,71,2,1,14,0,0,0,0.72,1
21/08/25 11:29,DNS,DNS_Record,kaijuglobal.com,21,53,0.947,4.5,1,POC,142,1,Medium,0,1,0,265,15,1,7,0,0,0,0.26,1
23/06/25 22:07,DNS,Subdomain,wayneenterprises.com,6,34,0.908,1.7,0,None,228,1,Medium,0,0,0,228,22,0,7,0,1,0,0.8,0
21/11/25 8:01,DNS,Wildcard_Entry,cyberdyne.systems,4,76,0.359,7.2,0,None,532,2,Critical,0,1,0,141,4,0,13,0,1,0,1.6,1
07/07/25 5:07,CVE,CVE_Entry,acmecorp.com,6,618,0.445,9.7,1,Weaponized,6,3,High,0,0,0,203,4,1,3,0,2,0,1.54,2
17/06/25 9:45,CVE,Vulnerability,piedpiper.net,2,47,0.049,6.2,0,None,54,1,High,0,74,1,169,5,0,2,1,0,0,0.71,1
13/02/26 0:57,GitHub,Source_Code,piedpiper.net,6,40,0.195,6.2,0,None,299,3,High,0,0,0,129,3,0,1,0,1,0,7.12,1
15/06/25 19:47,GitHub,Config,globexinc.com,4,226,0.961,3.8,0,None,18,6,High,0,0,1,165,5,0,5,0,4,0,11.01,1
24/09/25 23:45,GitHub,Secret_Token,piedpiper.net,3,38,0.419,8.3,0,None,172,8,Critical,1,3,0,203,1,1,3,0,7,0,15.49,3
06/08/25 12:40,Paste,PII_Leak,cyberdyne.systems,4,164,0.247,5.5,0,None,451,1,Critical,1,6,0,103,3,0,8,0,1,0,2.14,2
05/03/26 16:48,DNS,Wildcard_Entry,quantumleap.dev,4,4,0.874,4.9,0,None,333,2,Low,0,0,0,120,3,0,13,0,0,0,1.86,0
15/09/25 5:42,GitHub,Config,oscorptech.com,1,85,0.933,4.4,0,None,91,5,High,0,0,0,115,1,0,5,1,7,0,11.2,1
17/10/25 10:44,CT_Log,Wildcard_Cert,nakatomicorp.com,1,271,0.848,4.9,0,None,1751,1,Critical,0,0,0,104,5,0,1,1,0,0,0.35,1
16/10/25 10:18,CVE,Vulnerability,soylentgreen.co,2,67,0.338,5.9,1,Functional,69,3,High,0,0,0,233,5,0,6,0,0,0,2.04,2
30/07/25 5:09,CVE,Exploit_Code,multivac.systems,7,44,0.717,4.2,1,Weaponized,109,3,Medium,0,0,0,264,2,0,1,0,0,0,5.05,2
08/09/25 23:58,Paste,Config_Dump,initech.io,2,53,0.29,6.7,0,None,13,3,Medium,1,4,0,227,3,0,2,0,0,0,2.29,2
05/08/25 11:30,Paste,PII_Leak,globexinc.com,2,125,0.791,6.7,0,None,509,13,Critical,1,5,0,217,1,0,2,0,2,0,21.34,3
08/07/25 3:55,DNS,Subdomain,cyberdyne.systems,6,829,0.711,2.3,1,POC,1416,3,Low,1,2,0,207,2,0,4,0,0,0,1.97,1
28/03/26 14:02,Paste,PII_Leak,nexustech.io,1,281,0.226,5.7,0,None,133,2,Critical,0,6,0,235,2,0,3,0,0,0,1.2,1
28/01/26 14:32,CVE,CVE_Entry,acmecorp.com,3,62,0.836,3.8,0,None,78,5,Medium,0,1,0,270,3,0,2,0,0,0,5.61,1
07/10/25 1:14,CT_Log,Cert_Anomaly,piedpiper.net,3,322,0.437,5.9,0,None,819,1,Medium,0,0,0,371,1,0,8,0,0,0,0.91,1
08/04/25 10:11,DNS,Zone_Transfer,kaijuglobal.com,19,355,0.533,4.3,0,None,442,1,Low,0,0,0,302,8,0,5,1,0,0,1.79,0
08/12/25 0:45,DNS,Wildcard_Entry,soylentgreen.co,17,310,0.751,3.3,0,None,575,5,Low,0,0,0,193,16,0,11,1,1,0,7.18,1
08/04/25 2:34,DNS,Subdomain,umbrellacorp.org,11,1042,0.76,2.4,0,None,91,1,Medium,0,0,1,112,8,1,6,1,0,0,0,0
09/09/25 16:39,GitHub,Source_Code,initech.io,3,95,0.623,4.1,0,None,30,4,High,0,0,0,248,4,0,2,0,28,0,5.41,1
22/03/26 17:46,CVE,Vulnerability,cyberdyne.systems,1,61,0.311,5.6,0,None,,2,Medium,0,0,0,201,1,0,8,0,1,0,1.04,0
08/01/26 13:43,Paste,Config_Dump,wayneenterprises.com,4,136,0.826,3.1,0,None,45,5,Low,1,9,0,286,4,0,8,0,0,0,5.6,1
04/03/26 12:35,GitHub,Source_Code,starkindustries.io,7,82,0.992,3.2,0,None,1769,12,Low,0,1,1,253,1,0,3,0,10,0,16.65,1
19/01/26 8:23,DNS,Zone_Transfer,weyland-yutani.com,57,112,0.47,3,1,POC,923,1,Medium,0,0,0,188,7,0,9,0,0,0,1.41,1
08/07/25 14:18,DNS,Wildcard_Entry,nexustech.io,11,266,0.888,3.3,1,POC,13,3,High,0,0,0,119,14,0,14,1,0,0,4.02,1
21/08/25 1:50,GitHub,Source_Code,initech.io,2,62,0.366,6,0,None,332,1,High,0,0,1,268,3,1,2,0,1,0,2.5,2
24/10/25 16:53,GitHub,Secret_Token,hooli.com,11,80,0.362,1.3,1,Weaponized,507,7,Critical,1,1,0,112,2,0,7,0,18,0,14.36,2
11/12/25 12:07,GitHub,API_Key,piedpiper.net,4,141,0.387,5.8,0,None,276,2,Medium,0,0,0,225,2,0,5,0,18,0,3.12,1
11/08/25 21:45,DNS,Zone_Transfer,globexinc.com,12,737,0.514,5,0,None,23,2,Low,0,1,0,282,8,0,10,1,0,0,1.96,0
14/11/25 18:12,CVE,Vulnerability,nakatomicorp.com,5,639,0.71,7.2,1,POC,56,2,Medium,0,0,0,107,2,0,5,0,1,0,0.82,1
10/05/25 11:38,CVE,Exploit_Code,lexcorp.com,5,9,0.277,7.6,0,None,151,3,Medium,0,0,0,256,1,0,1,0,0,0,3.89,1
08/07/25 14:46,GitHub,Source_Code,umbrellacorp.org,5,1,0.691,4.4,0,None,66,2,High,0,0,0,214,2,1,1,0,1,0,4.18,1
01/10/25 5:02,CVE,CVE_Entry,genisys.ai,3,194,0.434,6.3,1,POC,66,2,Medium,0,0,0,358,2,1,1,0,1,0,2.79,2
13/02/26 22:50,DNS,Subdomain,cyberdyne.systems,10,116,0.833,1.3,0,None,44,3,Critical,0,0,1,127,6,0,10,0,0,0,1.27,1
22/02/26 16:12,GitHub,API_Key,umbrellacorp.org,1,62,0.41,7.9,0,None,759,1,Critical,0,0,0,200,2,0,7,0,21,0,0.44,2
13/03/26 1:42,CVE,CVE_Entry,umbrellacorp.org,2,33,0.247,6.2,0,None,86,1,High,0,0,0,180,2,0,1,0,0,0,1.57,1
17/02/26 22:44,DNS,DNS_Record,soylentgreen.co,7,353,0.969,1.8,0,None,313,1,Medium,0,0,0,270,12,1,12,0,0,0,0,0
09/02/26 14:10,CVE,Vulnerability,wayneenterprises.com,4,140,0.395,6.9,0,None,81,2,Low,0,1,0,194,1,0,1,0,0,0,1.77,1
28/02/26 14:21,GitHub,API_Key,genisys.ai,9,279,0.352,8.7,0,None,74,7,Medium,0,0,0,329,2,0,8,0,10,0,14.09,2
01/01/26 5:47,DNS,DNS_Record,starkindustries.io,22,50,0.862,3.2,0,None,17,1,Medium,0,0,0,117,13,1,3,0,0,0,0,0
16/05/25 14:53,CT_Log,Certificate,initech.io,5,69,0.582,3.6,0,None,244,2,High,0,0,0,39,3,0,1,0,0,0,2.69,0
25/03/26 15:29,CT_Log,Certificate,genisys.ai,24,169,0.763,3,1,Weaponized,336,2,Low,0,1,1,104,3,0,5,0,0,0,1.29,2
01/05/25 20:07,DNS,DNS_Record,acmecorp.com,25,105,0.849,4,0,None,2,1,Critical,1,3,0,273,7,1,5,0,1,0,1.66,1
25/07/25 10:22,GitHub,API_Key,starkindustries.io,2,369,0.429,7.4,0,None,92,1,High,1,3,0,225,3,0,5,0,5,0,0.18,1
12/01/26 10:20,GitHub,API_Key,oscorptech.com,4,319,0.229,8.4,0,None,46,1,High,0,0,0,156,1,0,3,1,10,0,0.79,1
23/03/26 2:48,CT_Log,Certificate,wayneenterprises.com,6,272,0.734,4.1,0,None,258,2,High,0,0,0,119,7,1,2,0,0,0,1.92,1
20/03/26 16:41,Paste,PII_Leak,cyberdyne.systems,13,226,0.613,6.1,0,None,12,5,Critical,0,3,0,294,3,0,8,0,0,0,3.51,2
13/06/25 4:36,CT_Log,Wildcard_Cert,initech.io,2,435,0.593,3.2,0,None,1518,1,Low,0,0,0,134,7,0,2,0,0,0,0.22,0
12/08/25 12:07,CT_Log,Certificate,acmecorp.com,1,147,0.53,3.8,0,None,953,2,Medium,0,0,0,44,3,0,1,0,1,0,1.18,0
24/03/26 5:17,DNS,DNS_Record,starkindustries.io,25,24,0.721,3.6,1,POC,128,2,High,0,0,0,408,3,1,13,0,2,0,2.6,1
16/02/26 11:27,CVE,Exploit_Code,genisys.ai,1,336,0.711,3.9,0,None,65,2,Low,1,1,0,274,7,1,6,0,0,0,3.05,1
21/08/25 2:10,GitHub,Config,orbitalx.space,6,95,0.315,8.5,0,None,32,2,High,0,0,0,134,2,0,8,0,15,0,2.08,2
27/09/25 21:54,CT_Log,Certificate,piedpiper.net,5,279,0.395,0.6,0,None,2,1,Medium,0,0,0,15,2,1,3,0,0,0,0.69,0
10/01/26 8:53,DNS,DNS_Record,piedpiper.net,10,832,0.866,1.2,0,None,325,1,Medium,0,0,0,292,9,0,12,1,0,0,1.85,0
08/02/26 16:31,DNS,Subdomain,starkindustries.io,16,2331,0.798,4.3,0,None,103,2,Critical,0,0,0,192,6,0,12,0,0,0,0,0
12/11/25 14:57,CT_Log,Cert_Anomaly,nakatomicorp.com,1,69,0.233,9.3,1,Functional,738,1,High,0,0,0,18,8,0,2,1,0,0,0.52,3
26/03/26 19:51,Paste,Credential_Leak,kaijuglobal.com,3,174,0.882,4.1,0,None,60,5,Medium,1,9,0,182,2,1,6,0,0,0,10.82,1
21/01/26 21:07,CVE,Exploit_Code,umbrellacorp.org,3,133,0.477,7.7,1,Functional,107,1,Critical,0,0,0,57,5,0,4,0,0,0,1.59,2
01/09/25 15:59,CT_Log,Wildcard_Cert,cyberdyne.systems,1,247,0.685,1.1,1,POC,1044,2,Medium,0,0,1,337,3,0,3,0,0,0,1.57,1
20/11/25 1:37,GitHub,Password,oscorptech.com,9,17,0.499,4.1,0,None,786,3,Medium,1,4,0,195,3,0,4,0,6,0,4.03,1
25/03/26 9:02,CT_Log,Certificate,cyberdyne.systems,14,31,0.593,0.6,0,None,83,1,Low,0,0,0,97,2,0,8,1,0,0,0.81,0
10/08/25 9:29,CVE,CVE_Entry,multivac.systems,3,258,0.539,7,1,Functional,14,2,Critical,0,0,0,163,7,0,7,0,0,0,2.56,3
17/01/26 22:24,CT_Log,Wildcard_Cert,cyberdyne.systems,4,,0.419,7.9,0,None,9,1,High,1,1,1,109,1,0,3,0,0,0,0,2
27/04/25 8:46,Paste,Data_Dump,skynet-defense.io,3,505,0.66,6.5,0,None,382,30,Low,1,1,0,153,1,0,1,0,0,0,48.13,2
29/08/25 15:36,GitHub,API_Key,multivac.systems,2,264,0.44,8.5,0,None,1041,2,High,1,4,0,162,2,0,2,0,1,0,3.22,2
31/03/26 10:58,GitHub,Config,oscorptech.com,3,69,0.838,2.6,0,None,49,3,Critical,0,0,0,235,4,0,5,0,3,0,2.73,0
24/12/25 2:11,DNS,Zone_Transfer,initech.io,24,54,0.631,5.4,0,None,7300,1,Low,0,0,0,233,12,0,11,1,1,0,0,1
19/04/25 11:34,CVE,CVE_Entry,piedpiper.net,11,2,0.315,8.4,1,POC,10,1,Medium,0,0,0,146,8,0,4,0,0,0,1.37,2
10/10/25 14:23,CVE,Exploit_Code,starkindustries.io,4,21,0.488,8,0,None,131,2,Critical,0,0,0,312,4,1,6,0,0,0,1.48,2
19/02/26 2:45,CT_Log,Wildcard_Cert,globexinc.com,3,119,0.477,5.1,1,POC,11,1,High,0,0,1,141,8,1,6,0,0,0,0.29,2
03/02/26 13:01,GitHub,Config,lexcorp.com,7,71,0.645,0.7,0,None,447,3,Medium,1,5,0,304,6,1,7,0,6,0,4.27,2
09/11/25 23:02,DNS,Wildcard_Entry,multivac.systems,8,6,0.628,2.6,0,None,1181,1,Low,0,0,0,133,9,1,7,0,0,0,0.56,0
14/12/25 0:22,CVE,CVE_Entry,globexinc.com,2,114,0.115,9.5,1,POC,28,1,Medium,0,0,0,306,2,0,2,0,0,0,0.76,1
19/05/25 8:08,GitHub,Config,umbrellacorp.org,4,157,0.474,,0,None,155,1,Critical,0,0,0,129,2,0,7,0,1,0,1.12,1
30/10/25 14:41,GitHub,API_Key,multivac.systems,5,45,0.56,7.7,0,None,38,1,High,1,0,0,250,1,0,3,0,5,0,2.44,2
27/11/25 22:23,CVE,CVE_Entry,wayneenterprises.com,3,374,0.838,3.4,0,None,312,2,High,0,0,0,201,3,1,3,0,0,0,1.67,1
04/04/25 22:12,DNS,Wildcard_Entry,nexustech.io,21,21,0.358,0.9,1,POC,5371,1,Medium,0,0,0,232,16,1,6,0,0,0,0.4,1
10/08/25 9:03,DNS,DNS_Record,oscorptech.com,21,186,0.71,2.1,0,None,151,7,Medium,0,0,0,283,4,0,12,0,0,0,2.59,0
17/02/26 15:15,CVE,Vulnerability,acmecorp.com,13,64,0.528,7.5,1,Functional,427,1,High,0,0,0,68,0,1,8,0,0,0,0.57,2
18/09/25 2:38,DNS,Wildcard_Entry,blackmesa.org,14,583,0.915,3.7,0,None,251,3,Medium,0,0,0,73,4,0,5,0,1,0,1.71,0
07/07/25 13:07,CT_Log,Cert_Anomaly,cyberdyne.systems,3,25,0.771,5,0,None,196,1,Low,0,0,0,40,2,1,5,0,0,0,0.89,0
16/07/25 10:23,GitHub,Source_Code,umbrellacorp.org,2,669,0.793,5.9,0,None,127,1,Medium,0,0,0,110,3,0,2,0,8,0,1.96,1
24/08/25 3:48,CT_Log,Certificate,orbitalx.space,6,132,0.901,3.8,1,Weaponized,538,3,Medium,0,0,0,23,3,0,3,0,0,0,4.15,2
01/06/25 16:57,CVE,Vulnerability,soylentgreen.co,5,7,0.467,7.7,1,Functional,33,1,Critical,0,0,0,290,1,0,2,0,0,0,1.15,3
09/03/26 13:07,GitHub,Password,atlas-corp.org,3,37,0.253,8.7,0,None,206,2,Critical,1,2,0,366,2,1,3,0,6,0,2.12,3
11/04/25 10:08,CVE,CVE_Entry,genisys.ai,7,311,0.522,5.9,0,None,45,2,High,0,0,0,211,5,0,6,0,0,0,2.64,1
25/10/25 3:24,DNS,Zone_Transfer,wayneenterprises.com,30,239,0.404,6.9,0,None,132,2,Medium,1,5,0,232,3,0,11,0,0,0,1.38,1
17/06/25 20:04,CT_Log,Cert_Anomaly,blackmesa.org,5,25,0.791,3.2,1,POC,500,1,Low,0,0,0,111,4,0,4,0,0,0,0.83,1
26/08/25 18:01,GitHub,Password,tyrell-corp.io,3,104,0.468,8.1,1,Weaponized,280,3,Medium,0,0,0,185,2,0,6,0,1,0,5.32,3
31/01/26 0:33,Paste,Config_Dump,kaijuglobal.com,2,35,0.107,8.4,0,None,19,3,High,1,14,0,249,5,1,5,0,0,0,5.98,3
04/03/26 11:36,Paste,Config_Dump,orbitalx.space,2,340,0.97,2.8,0,None,57,3,Medium,0,9,0,-12,1,0,8,0,1,0,2.59,1
19/08/25 19:12,GitHub,Password,kaijuglobal.com,2,23,0.078,8.9,0,None,1147,3,High,1,3,0,210,3,0,3,0,2,0,5.94,3
02/06/25 11:45,DNS,DNS_Record,nakatomicorp.com,8,636,0.948,,1,POC,217,1,Low,0,0,0,366,6,1,15,0,0,0,0.1,1
26/06/25 16:22,GitHub,API_Key,oscorptech.com,7,219,0.263,9.2,0,None,59,6,High,1,2,0,198,6,0,6,0,5,0,18.07,3
04/02/26 8:23,GitHub,Config,piedpiper.net,3,164,0.538,2.1,1,Weaponized,38,2,Low,1,2,0,247,3,0,6,0,1,0,4.86,2
04/03/26 16:35,CT_Log,Cert_Anomaly,nakatomicorp.com,2,59,0.877,3.4,0,None,206,1,Low,1,2,0,178,4,0,1,0,0,0,0.52,1
10/09/25 9:50,Paste,Config_Dump,orbitalx.space,4,93,0.741,2.6,0,None,642,4,High,0,2,0,141,1,0,1,0,0,0,4.89,1
07/03/26 9:22,CT_Log,Certificate,initech.io,3,77,0.492,4,0,None,231,3,High,0,0,0,8,2,0,7,0,0,0,2.72,1
07/03/26 14:53,GitHub,Secret_Token,lexcorp.com,6,245,0.035,9.3,0,None,21,1,Medium,1,1,0,83,2,0,5,0,1,0,0.85,2
18/04/25 11:49,CVE,Vulnerability,cyberdyne.systems,6,170,0.513,7.7,1,POC,108,2,High,0,1,0,142,1,0,1,1,0,0,3.5,3
25/05/25 22:41,DNS,Subdomain,atlas-corp.org,66,172,0.526,2.7,1,Functional,424,1,Medium,0,0,0,93,21,1,14,0,0,0,0.82,1
11/09/25 15:30,CVE,Vulnerability,oscorptech.com,4,96,0.92,3.2,1,Functional,240,1,Medium,0,1,0,248,1,1,4,0,0,0,0,2
14/06/25 11:26,CT_Log,Certificate,starkindustries.io,9,23,0.661,2.7,0,None,2264,1,High,0,0,0,2,8,1,4,1,0,0,0.35,1
05/11/25 11:19,DNS,DNS_Record,weyland-yutani.com,9,710,0.837,2.3,1,POC,96,2,Medium,0,0,0,111,5,0,10,1,1,0,1.82,1
27/11/25 14:18,CVE,Vulnerability,tyrell-corp.io,2,113,0.352,5.2,1,Functional,34,1,Medium,0,0,0,225,4,1,1,0,0,0,0,2
29/05/25 14:22,GitHub,Secret_Token,quantumleap.dev,4,162,0.263,8.2,0,None,97,1,Critical,1,1,0,217,3,1,5,0,16,0,2.69,3
28/06/25 14:02,CT_Log,Certificate,cyberdyne.systems,5,2,0.06,1.6,0,None,110,1,High,0,99,0,120,4,0,5,0,0,0,1.3,0
10/06/25 8:14,Paste,Data_Dump,blackmesa.org,4,348,0.675,6.9,0,None,7300,7,High,0,15,0,204,1,1,2,0,0,0,14.54,2
27/05/25 12:51,CT_Log,Cert_Anomaly,cyberdyne.systems,5,197,0.493,5.3,1,POC,844,1,Medium,0,0,0,43,3,1,3,0,0,0,0,2
31/07/25 15:57,CVE,Vulnerability,starkindustries.io,2,128,0.644,7.1,1,Weaponized,14,1,Critical,0,0,0,210,5,0,2,0,0,0,0.85,2
02/03/26 12:25,Paste,PII_Leak,starkindustries.io,4,170,0.778,2.7,0,None,78,3,High,1,4,0,163,2,1,6,0,0,0,4.55,1
